CSDUID,CSD,Period,IndicatorSummaryDescription,Air Quality Health Index,Health Risk,UnitOfMeasure,OriginalValue
4811034,Parkland County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.56233
4811034,Parkland County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.58927
4811034,Parkland County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.61507
4811034,Parkland County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.67334
4811034,Parkland County,2022,Air Quality (percent high-quality hours),2,High Quality,,0.64097
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),2,High Quality,,0.56170
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),2,High Quality,,0.54446
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),2,High Quality,,0.53154
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.41736
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.52421
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.53759
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.57593
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),2,High Quality,,0.58021
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),2,High Quality,,0.58479
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),2,High Quality,,0.57731
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.43053
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.51308
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.54833
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.62895
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),2,High Quality,,0.58633
4811062,St. Albert,2016,Air Quality (percent high-quality hours),2,High Quality,,0.53859
4811062,St. Albert,2017,Air Quality (percent high-quality hours),2,High Quality,,0.53604
4811062,St. Albert,2018,Air Quality (percent high-quality hours),2,High Quality,,0.37656
4811062,St. Albert,2019,Air Quality (percent high-quality hours),2,High Quality,,0.48428
4811062,St. Albert,2020,Air Quality (percent high-quality hours),2,High Quality,,0.50659
4811062,St. Albert,2021,Air Quality (percent high-quality hours),2,High Quality,,0.46703
4811062,St. Albert,2022,Air Quality (percent high-quality hours),2,High Quality,,0.50124
4816859,Fort Mackay,2011,Air Quality (percent high-quality hours),2,High Quality,,0.44200
4816859,Fort Mackay,2012,Air Quality (percent high-quality hours),2,High Quality,,0.44632
4816859,Fort Mackay,2013,Air Quality (percent high-quality hours),2,High Quality,,0.46401
4816859,Fort Mackay,2014,Air Quality (percent high-quality hours),2,High Quality,,0.50159
4816859,Fort Mackay,2015,Air Quality (percent high-quality hours),2,High Quality,,0.50806
4816859,Fort Mackay,2016,Air Quality (percent high-quality hours),2,High Quality,,0.50684
4816859,Fort Mackay,2017,Air Quality (percent high-quality hours),2,High Quality,,0.50097
4816859,Fort Mackay,2018,Air Quality (percent high-quality hours),2,High Quality,,0.52922
4816859,Fort Mackay,2019,Air Quality (percent high-quality hours),2,High Quality,,0.52925
4816859,Fort Mackay,2020,Air Quality (percent high-quality hours),2,High Quality,,0.54733
4816859,Fort Mackay,2021,Air Quality (percent high-quality hours),2,High Quality,,0.54828
4816859,Fort Mackay,2022,Air Quality (percent high-quality hours),2,High Quality,,0.57611
4815023,Canmore,2019,Air Quality (percent high-quality hours),2,High Quality,,0.86115
4815023,Canmore,2020,Air Quality (percent high-quality hours),2,High Quality,,0.64330
4815023,Canmore,2021,Air Quality (percent high-quality hours),2,High Quality,,0.52052
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),2,High Quality,,0.43491
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),2,High Quality,,0.54622
4819006,Grande Prairie County No. 1,2013,Air Quality (percent high-quality hours),2,High Quality,,0.51423
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),2,High Quality,,0.50492
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),2,High Quality,,0.59069
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),2,High Quality,,0.55787
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),2,High Quality,,0.56162
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),2,High Quality,,0.46593
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),2,High Quality,,0.53626
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),2,High Quality,,0.55853
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),2,High Quality,,0.60874
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),2,High Quality,,0.60089
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),2,High Quality,,0.55669
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),2,High Quality,,0.63533
4812002,Cold Lake,2013,Air Quality (percent high-quality hours),2,High Quality,,0.50330
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),2,High Quality,,0.59504
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),2,High Quality,,0.57365
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),2,High Quality,,0.51227
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),2,High Quality,,0.67605
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),2,High Quality,,0.59973
4812002,Cold Lake,2019,Air Quality (percent high-quality hours),2,High Quality,,0.56072
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),2,High Quality,,0.62332
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),2,High Quality,,0.62966
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),2,High Quality,,0.61771
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),2,High Quality,,0.59340
4812004,Bonnyville No. 87,2017,Air Quality (percent high-quality hours),2,High Quality,,0.70966
4812004,Bonnyville No. 87,2018,Air Quality (percent high-quality hours),2,High Quality,,0.73863
4812004,Bonnyville No. 87,2019,Air Quality (percent high-quality hours),2,High Quality,,0.65384
4812004,Bonnyville No. 87,2020,Air Quality (percent high-quality hours),2,High Quality,,0.63933
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),2,High Quality,,0.65964
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),2,High Quality,,0.66269
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),2,High Quality,,0.57561
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),2,High Quality,,0.64170
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),2,High Quality,,0.55642
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),2,High Quality,,0.62681
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),2,High Quality,,0.57321
4812014,St. Paul County No. 19,2016,Air Quality (percent high-quality hours),2,High Quality,,0.64897
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),2,High Quality,,0.69148
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),2,High Quality,,0.58940
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),2,High Quality,,0.65008
4812014,St. Paul County No. 19,2020,Air Quality (percent high-quality hours),2,High Quality,,0.63762
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),2,High Quality,,0.66300
4812014,St. Paul County No. 19,2022,Air Quality (percent high-quality hours),2,High Quality,,0.67662
4819071,Peace No. 135,2021,Air Quality (percent high-quality hours),2,High Quality,,0.82868
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),2,High Quality,,0.70528
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),2,High Quality,,0.56459
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),2,High Quality,,0.59251
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),2,High Quality,,0.57238
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),2,High Quality,,0.58687
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),2,High Quality,,0.62420
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),2,High Quality,,0.62676
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),2,High Quality,,0.65299
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),2,High Quality,,0.59161
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),2,High Quality,,0.61344
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),2,High Quality,,0.65155
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),2,High Quality,,0.64488
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),2,High Quality,,0.68732
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),2,High Quality,,0.57401
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),2,High Quality,,0.66715
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),2,High Quality,,0.48198
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),2,High Quality,,0.57348
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),2,High Quality,,0.56160
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),2,High Quality,,0.50593
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),2,High Quality,,0.62469
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),2,High Quality,,0.51765
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),2,High Quality,,0.55972
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),2,High Quality,,0.52372
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),2,High Quality,,0.52326
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),2,High Quality,,0.55313
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),2,High Quality,,0.53846
4810068,Improvement District No. 13 Elk Island,2012,Air Quality (percent high-quality hours),2,High Quality,,0.63039
4810068,Improvement District No. 13 Elk Island,2013,Air Quality (percent high-quality hours),2,High Quality,,0.57549
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),2,High Quality,,0.54422
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),2,High Quality,,0.59108
4810068,Improvement District No. 13 Elk Island,2016,Air Quality (percent high-quality hours),2,High Quality,,0.55671
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),2,High Quality,,0.59681
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),2,High Quality,,0.51068
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),2,High Quality,,0.54474
4810068,Improvement District No. 13 Elk Island,2020,Air Quality (percent high-quality hours),2,High Quality,,0.56479
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),2,High Quality,,0.66165
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),2,High Quality,,0.68594
4811012,Leduc County,2011,Air Quality (percent high-quality hours),2,High Quality,,0.54373
4811012,Leduc County,2012,Air Quality (percent high-quality hours),2,High Quality,,0.53805
4811012,Leduc County,2013,Air Quality (percent high-quality hours),2,High Quality,,0.59011
4811012,Leduc County,2014,Air Quality (percent high-quality hours),2,High Quality,,0.53369
4811012,Leduc County,2015,Air Quality (percent high-quality hours),2,High Quality,,0.47050
4811012,Leduc County,2016,Air Quality (percent high-quality hours),2,High Quality,,0.34470
4811012,Leduc County,2017,Air Quality (percent high-quality hours),2,High Quality,,0.46437
4811012,Leduc County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.56320
4811012,Leduc County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.68605
4811012,Leduc County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.63554
4811012,Leduc County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.69923
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),2,High Quality,,0.57401
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),2,High Quality,,0.67452
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),2,High Quality,,0.54409
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),2,High Quality,,0.46451
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),2,High Quality,,0.69595
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),2,High Quality,,0.62834
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),2,High Quality,,0.67849
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),2,High Quality,,0.58168
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),2,High Quality,,0.60631
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),2,High Quality,,0.61078
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),2,High Quality,,0.71545
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),2,High Quality,,0.68981
4810058,Lamont County,2011,Air Quality (percent high-quality hours),2,High Quality,,0.53954
4810058,Lamont County,2012,Air Quality (percent high-quality hours),2,High Quality,,0.66658
4810058,Lamont County,2013,Air Quality (percent high-quality hours),2,High Quality,,0.54437
4810058,Lamont County,2014,Air Quality (percent high-quality hours),2,High Quality,,0.61795
4810058,Lamont County,2015,Air Quality (percent high-quality hours),2,High Quality,,0.50208
4810058,Lamont County,2016,Air Quality (percent high-quality hours),2,High Quality,,0.59111
4810058,Lamont County,2017,Air Quality (percent high-quality hours),2,High Quality,,0.64094
4810058,Lamont County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.48276
4810058,Lamont County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.60237
4810058,Lamont County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.62390
4810058,Lamont County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.66652
4810058,Lamont County,2022,Air Quality (percent high-quality hours),2,High Quality,,0.61739
4814003,Yellowhead County,2011,Air Quality (percent high-quality hours),2,High Quality,,0.49848
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),2,High Quality,,0.53631
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),2,High Quality,,0.59569
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),2,High Quality,,0.50253
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),2,High Quality,,0.53283
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),2,High Quality,,0.53049
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),2,High Quality,,0.55565
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),2,High Quality,,0.50294
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),2,High Quality,,0.55075
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),2,High Quality,,0.57191
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),2,High Quality,,0.62131
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),2,High Quality,,0.63642
4808011,Red Deer,2011,Air Quality (percent high-quality hours),3,High Quality,,0.36755
4808011,Red Deer,2012,Air Quality (percent high-quality hours),3,High Quality,,0.34147
4808011,Red Deer,2013,Air Quality (percent high-quality hours),3,High Quality,,0.29338
4808011,Red Deer,2014,Air Quality (percent high-quality hours),3,High Quality,,0.23526
4808011,Red Deer,2015,Air Quality (percent high-quality hours),3,High Quality,,0.27506
4808011,Red Deer,2016,Air Quality (percent high-quality hours),3,High Quality,,0.14938
4808011,Red Deer,2017,Air Quality (percent high-quality hours),3,High Quality,,0.26260
4808011,Red Deer,2018,Air Quality (percent high-quality hours),3,High Quality,,0.36626
4808011,Red Deer,2019,Air Quality (percent high-quality hours),3,High Quality,,0.28379
4808011,Red Deer,2020,Air Quality (percent high-quality hours),3,High Quality,,0.30033
4808011,Red Deer,2021,Air Quality (percent high-quality hours),3,High Quality,,0.30695
4808011,Red Deer,2022,Air Quality (percent high-quality hours),3,High Quality,,0.34020
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),3,High Quality,,0.31506
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),3,High Quality,,0.21664
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),3,High Quality,,0.23586
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),3,High Quality,,0.27562
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),3,High Quality,,0.27423
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),3,High Quality,,0.21643
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),3,High Quality,,0.30113
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),3,High Quality,,0.35776
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),3,High Quality,,0.25091
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),3,High Quality,,0.23981
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),3,High Quality,,0.33184
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),3,High Quality,,0.36099
4811061,Edmonton,2011,Air Quality (percent high-quality hours),3,High Quality,,0.43156
4811061,Edmonton,2012,Air Quality (percent high-quality hours),3,High Quality,,0.47748
4811061,Edmonton,2013,Air Quality (percent high-quality hours),3,High Quality,,0.40667
4811061,Edmonton,2014,Air Quality (percent high-quality hours),3,High Quality,,0.42630
4811061,Edmonton,2015,Air Quality (percent high-quality hours),3,High Quality,,0.42596
4811061,Edmonton,2016,Air Quality (percent high-quality hours),3,High Quality,,0.34476
4811061,Edmonton,2017,Air Quality (percent high-quality hours),3,High Quality,,0.43829
4811061,Edmonton,2018,Air Quality (percent high-quality hours),3,High Quality,,0.42779
4811061,Edmonton,2019,Air Quality (percent high-quality hours),3,High Quality,,0.38292
4811061,Edmonton,2020,Air Quality (percent high-quality hours),3,High Quality,,0.33736
4811061,Edmonton,2021,Air Quality (percent high-quality hours),3,High Quality,,0.42608
4811061,Edmonton,2022,Air Quality (percent high-quality hours),3,High Quality,,0.43841
4802012,Lethbridge,2011,Air Quality (percent high-quality hours),3,High Quality,,0.41839
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),3,High Quality,,0.36023
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),3,High Quality,,0.36694
4802012,Lethbridge,2014,Air Quality (percent high-quality hours),3,High Quality,,0.36784
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),3,High Quality,,0.36754
4802012,Lethbridge,2016,Air Quality (percent high-quality hours),3,High Quality,,0.22726
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),3,High Quality,,0.31979
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),3,High Quality,,0.32961
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),3,High Quality,,0.24578
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),3,High Quality,,0.23540
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),3,High Quality,,0.25347
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),3,High Quality,,0.26076
4802031,Newell County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.15119
4802031,Newell County,2022,Air Quality (percent high-quality hours),3,High Quality,,0.17315
4809010,Caroline,2011,Air Quality (percent high-quality hours),3,High Quality,,0.21172
4809010,Caroline,2012,Air Quality (percent high-quality hours),3,High Quality,,0.18875
4809010,Caroline,2013,Air Quality (percent high-quality hours),3,High Quality,,0.20683
4809010,Caroline,2014,Air Quality (percent high-quality hours),3,High Quality,,0.20874
4809010,Caroline,2015,Air Quality (percent high-quality hours),3,High Quality,,0.16518
4809010,Caroline,2016,Air Quality (percent high-quality hours),3,High Quality,,0.13367
4809010,Caroline,2017,Air Quality (percent high-quality hours),3,High Quality,,0.22559
4809010,Caroline,2018,Air Quality (percent high-quality hours),3,High Quality,,0.25951
4809010,Caroline,2019,Air Quality (percent high-quality hours),3,High Quality,,0.15622
4809010,Caroline,2020,Air Quality (percent high-quality hours),3,High Quality,,0.13012
4809010,Caroline,2021,Air Quality (percent high-quality hours),3,High Quality,,0.14810
4809010,Caroline,2022,Air Quality (percent high-quality hours),3,High Quality,,0.15552
4806021,Airdrie,2017,Air Quality (percent high-quality hours),3,High Quality,,0.26095
4806021,Airdrie,2018,Air Quality (percent high-quality hours),3,High Quality,,0.31812
4806021,Airdrie,2019,Air Quality (percent high-quality hours),3,High Quality,,0.22121
4806021,Airdrie,2020,Air Quality (percent high-quality hours),3,High Quality,,0.22441
4806021,Airdrie,2021,Air Quality (percent high-quality hours),3,High Quality,,0.23828
4806021,Airdrie,2022,Air Quality (percent high-quality hours),3,High Quality,,0.25012
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),3,High Quality,,0.47452
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),3,High Quality,,0.39061
4801006,Medicine Hat,2013,Air Quality (percent high-quality hours),3,High Quality,,0.47111
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),3,High Quality,,0.25243
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),3,High Quality,,0.22354
4801006,Medicine Hat,2016,Air Quality (percent high-quality hours),3,High Quality,,0.17633
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),3,High Quality,,0.32908
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),3,High Quality,,0.33504
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),3,High Quality,,0.31103
4801006,Medicine Hat,2020,Air Quality (percent high-quality hours),3,High Quality,,0.27261
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),3,High Quality,,0.26458
4801006,Medicine Hat,2022,Air Quality (percent high-quality hours),3,High Quality,,0.29230
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),3,High Quality,,0.23063
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),3,High Quality,,0.22241
4806001,Foothills No. 31,2019,Air Quality (percent high-quality hours),3,High Quality,,0.16797
4806001,Foothills No. 31,2021,Air Quality (percent high-quality hours),3,High Quality,,0.19160
4806001,Foothills No. 31,2022,Air Quality (percent high-quality hours),3,High Quality,,0.57357
4806016,Calgary,2011,Air Quality (percent high-quality hours),3,High Quality,,0.50245
4806016,Calgary,2012,Air Quality (percent high-quality hours),3,High Quality,,0.50268
4806016,Calgary,2013,Air Quality (percent high-quality hours),3,High Quality,,0.48268
4806016,Calgary,2014,Air Quality (percent high-quality hours),3,High Quality,,0.36614
4806016,Calgary,2015,Air Quality (percent high-quality hours),3,High Quality,,0.33109
4806016,Calgary,2016,Air Quality (percent high-quality hours),3,High Quality,,0.35204
4806016,Calgary,2017,Air Quality (percent high-quality hours),3,High Quality,,0.51707
4806016,Calgary,2018,Air Quality (percent high-quality hours),3,High Quality,,0.43521
4806016,Calgary,2019,Air Quality (percent high-quality hours),3,High Quality,,0.43373
4806016,Calgary,2020,Air Quality (percent high-quality hours),3,High Quality,,0.32594
4806016,Calgary,2021,Air Quality (percent high-quality hours),3,High Quality,,0.44297
4806016,Calgary,2022,Air Quality (percent high-quality hours),3,High Quality,,0.52084
4817026,Northern Sunrise County,2019,Air Quality (percent high-quality hours),3,High Quality,,0.00284
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),3,High Quality,,0.04287
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.07586
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),3,High Quality,,0.05524
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),3,High Quality,,0.05892
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),3,High Quality,,0.18889
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),3,High Quality,,0.34991
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),3,High Quality,,0.30593
4819012,Grande Prairie,2013,Air Quality (percent high-quality hours),3,High Quality,,0.30434
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),3,High Quality,,0.27983
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),3,High Quality,,0.24256
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),3,High Quality,,0.20269
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),3,High Quality,,0.29329
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),3,High Quality,,0.30923
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),3,High Quality,,0.24583
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),3,High Quality,,0.23965
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),3,High Quality,,0.28109
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),3,High Quality,,0.29313
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),3,High Quality,,0.15573
4811032,Brazeau County,2020,Air Quality (percent high-quality hours),3,High Quality,,0.31556
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.34549
4811032,Brazeau County,2022,Air Quality (percent high-quality hours),3,High Quality,,0.37712
4811034,Parkland County,2011,Air Quality (percent high-quality hours),3,High Quality,,0.22125
4811034,Parkland County,2012,Air Quality (percent high-quality hours),3,High Quality,,0.17766
4811034,Parkland County,2013,Air Quality (percent high-quality hours),3,High Quality,,0.21300
4811034,Parkland County,2014,Air Quality (percent high-quality hours),3,High Quality,,0.21963
4811034,Parkland County,2015,Air Quality (percent high-quality hours),3,High Quality,,0.15995
4811034,Parkland County,2016,Air Quality (percent high-quality hours),3,High Quality,,0.11128
4811034,Parkland County,2017,Air Quality (percent high-quality hours),3,High Quality,,0.15774
4811034,Parkland County,2018,Air Quality (percent high-quality hours),3,High Quality,,0.21650
4811034,Parkland County,2019,Air Quality (percent high-quality hours),3,High Quality,,0.16609
4811034,Parkland County,2020,Air Quality (percent high-quality hours),3,High Quality,,0.14112
4811034,Parkland County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.16764
4811034,Parkland County,2022,Air Quality (percent high-quality hours),3,High Quality,,0.20256
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),3,High Quality,,0.27223
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),3,High Quality,,0.25732
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),3,High Quality,,0.35089
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),3,High Quality,,0.37977
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),3,High Quality,,0.30818
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),3,High Quality,,0.31294
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.32656
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),3,High Quality,,0.32188
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),3,High Quality,,0.15468
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),3,High Quality,,0.26533
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),3,High Quality,,0.31919
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),3,High Quality,,0.25888
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),3,High Quality,,0.18593
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),3,High Quality,,0.23339
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),3,High Quality,,0.25853
4811062,St. Albert,2016,Air Quality (percent high-quality hours),3,High Quality,,0.21570
4811062,St. Albert,2017,Air Quality (percent high-quality hours),3,High Quality,,0.29591
4811062,St. Albert,2018,Air Quality (percent high-quality hours),3,High Quality,,0.36798
4811062,St. Albert,2019,Air Quality (percent high-quality hours),3,High Quality,,0.30163
4811062,St. Albert,2020,Air Quality (percent high-quality hours),3,High Quality,,0.26991
4811062,St. Albert,2021,Air Quality (percent high-quality hours),3,High Quality,,0.37963
4811062,St. Albert,2022,Air Quality (percent high-quality hours),3,High Quality,,0.33267
4816859,Fort Mackay,2011,Air Quality (percent high-quality hours),3,High Quality,,0.15890
