"Deaths, Cause by Gender and Age",,,,,,,,,,,,,,,,,,,,,,,,,
Calendar Year,Cause,Gender,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,NS,Res Total,Non  Res Total,Grand Total
2001,242  Other arthropathies and related disorders,M,0,0,0,1,0,0,0,0,3,0,0,1,1,2,2,2,0,1,3,0,16,1,17
2001,242  Other arthropathies and related disorders,F,0,0,0,0,0,0,0,0,1,1,1,2,3,3,4,3,2,3,9,0,32,0,32
2001,242  Other arthropathies and related disorders,T,0,0,0,1,0,0,0,0,4,1,1,3,4,5,6,5,2,4,12,0,48,1,49
2001,243  Dorsopathies,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3
2001,243  Dorsopathies,F,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,7,0,7
2001,243  Dorsopathies,T,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,1,1,1,0,10,0,10
2001,244  Soft tissue disorders,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,3
2001,244  Soft tissue disorders,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
2001,244  Soft tissue disorders,T,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,0,7,0,7
2001,245  Osteoporosis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2001,245  Osteoporosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,13,0,22,0,22
2001,245  Osteoporosis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,14,0,24,0,24
2001,"246  Other osteopathies, chondropathies and disorders of musculoskeletal system and connective tissue",M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2001,"246  Other osteopathies, chondropathies and disorders of musculoskeletal system and connective tissue",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2001,"246  Other osteopathies, chondropathies and disorders of musculoskeletal system and connective tissue",T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,3
2001,247  Acute and rapidly progressive nephritic syndrome,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,247  Acute and rapidly progressive nephritic syndrome,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,247  Acute and rapidly progressive nephritic syndrome,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,248  Nephrotic syndrome,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2001,248  Nephrotic syndrome,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,248  Nephrotic syndrome,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2001,249  Other and unspecified glomerular diseases,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,249  Other and unspecified glomerular diseases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,249  Other and unspecified glomerular diseases,T,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,250   Renal tubulo-interstitial diseases,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2001,250   Renal tubulo-interstitial diseases,F,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,1,2,0,11,0,11
2001,250   Renal tubulo-interstitial diseases,T,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,1,3,0,13,0,13
2001,251   Renal failure,M,1,0,0,0,0,0,0,0,0,5,1,1,1,16,15,16,20,16,11,0,103,0,103
2001,251   Renal failure,F,0,0,0,0,1,0,0,0,0,5,2,2,5,8,6,17,13,19,23,0,101,0,101
2001,251   Renal failure,T,1,0,0,0,1,0,0,0,0,10,3,3,6,24,21,33,33,35,34,0,204,0,204
2001,252   Urolithiasis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,252   Urolithiasis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,252   Urolithiasis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,253   Other and unspecified disorders of kidney,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,253   Other and unspecified disorders of kidney,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2001,253   Other and unspecified disorders of kidney,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2001,"254   Urinary tract infection, site not specified",M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6,5,3,0,21,0,21
2001,"254   Urinary tract infection, site not specified",F,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,7,7,0,25,1,26
2001,"254   Urinary tract infection, site not specified",T,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,7,9,12,10,0,46,1,47
2001,255   Other diseases of urinary system,M,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,3
2001,255   Other diseases of urinary system,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3
2001,255   Other diseases of urinary system,T,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,6,0,6
2001,256   Hyperplasia of prostate,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
2001,256   Hyperplasia of prostate,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,256   Hyperplasia of prostate,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
2001,257   Other diseases of male genital organs,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,257   Other diseases of male genital organs,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,257   Other diseases of male genital organs,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,258   Disorders of breast,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,258   Disorders of breast,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,258   Disorders of breast,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,259   Inflammatory diseases of female pelvic organs,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,259   Inflammatory diseases of female pelvic organs,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2001,259   Inflammatory diseases of female pelvic organs,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2001,260   Noninflammatory disorders of female genital tract,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,260   Noninflammatory disorders of female genital tract,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2001,260   Noninflammatory disorders of female genital tract,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2001,261   Ectopic pregnancy,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,261   Ectopic pregnancy,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,261   Ectopic pregnancy,T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,262   Spontaneous abortion,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,262   Spontaneous abortion,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,262   Spontaneous abortion,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,263   Medical abortion,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,263   Medical abortion,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,263   Medical abortion,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,264   Other abortion,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,264   Other abortion,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,264   Other abortion,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,265   Other and unspecified pregnancy with abortive outcome,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,265   Other and unspecified pregnancy with abortive outcome,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,265   Other and unspecified pregnancy with abortive outcome,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,266   Eclampsia and pre-eclampsia,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,266   Eclampsia and pre-eclampsia,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,266   Eclampsia and pre-eclampsia,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,267   Hemorrhage of pregnancy and childbirth and placenta previa,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,267   Hemorrhage of pregnancy and childbirth and placenta previa,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,267   Hemorrhage of pregnancy and childbirth and placenta previa,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,268   Obstetric embolism,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,268   Obstetric embolism,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,268   Obstetric embolism,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,269   Other complications predominately related to the puerperium,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,269   Other complications predominately related to the puerperium,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,269   Other complications predominately related to the puerperium,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,270   All other direct obstetric causes,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,270   All other direct obstetric causes,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,270   All other direct obstetric causes,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,271  Obstetric death of unspecified cause,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,271  Obstetric death of unspecified cause,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,271  Obstetric death of unspecified cause,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"272  Other deaths related to pregnancy, childbirth and the puerperium",M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"272  Other deaths related to pregnancy, childbirth and the puerperium",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"272  Other deaths related to pregnancy, childbirth and the puerperium",T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,273  Indirect obstetric deaths,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,273  Indirect obstetric deaths,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,273  Indirect obstetric deaths,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"274  Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",M,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19
2001,"274  Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",F,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
2001,"274  Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",T,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,29
2001,"275  Disorders related to short gestation and low birth weight, not elsewhere classified",M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2001,"275  Disorders related to short gestation and low birth weight, not elsewhere classified",F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2001,"275  Disorders related to short gestation and low birth weight, not elsewhere classified",T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
2001,276  Birth trauma,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,276  Birth trauma,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,276  Birth trauma,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,277  Intrauterine hypoxia and birth asphyxia,M,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
2001,277  Intrauterine hypoxia and birth asphyxia,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
2001,277  Intrauterine hypoxia and birth asphyxia,T,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17
2001,278  Respiratory distress of newborn,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2001,278  Respiratory distress of newborn,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2001,278  Respiratory distress of newborn,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
2001,279  Other respiratory conditions originating in the perinatal period,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
2001,279  Other respiratory conditions originating in the perinatal period,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2001,279  Other respiratory conditions originating in the perinatal period,T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
2001,280  Infections specific to the perinatal period,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2001,280  Infections specific to the perinatal period,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2001,280  Infections specific to the perinatal period,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
2001,281  Other and unspecified conditions originating in the perinatal period,M,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
2001,281  Other and unspecified conditions originating in the perinatal period,F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
2001,281  Other and unspecified conditions originating in the perinatal period,T,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17
2001,282  Anencephaly and similar malformations,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,282  Anencephaly and similar malformations,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,282  Anencephaly and similar malformations,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2001,283  Spina bifida,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,283  Spina bifida,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,283  Spina bifida,T,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2001,284  All other congenital malformations of nervous system,M,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2001,284  All other congenital malformations of nervous system,F,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,9
2001,284  All other congenital malformations of nervous system,T,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,14
2001,285  Congenital malformations of heart,M,9,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,14,3,17
2001,285  Congenital malformations of heart,F,4,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,10,2,12
2001,285  Congenital malformations of heart,T,13,0,1,3,0,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,24,5,29
2001,286  Other congenital malformations of circulatory system,M,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,4
2001,286  Other congenital malformations of circulatory system,F,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4
2001,286  Other congenital malformations of circulatory system,T,1,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,7,1,8
2001,287  Congenital malformations of respiratory system,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2001,287  Congenital malformations of respiratory system,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2001,287  Congenital malformations of respiratory system,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2001,288  Other congenital malformations and deformations,M,19,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,25,0,25
2001,288  Other congenital malformations and deformations,F,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,14
2001,288  Other congenital malformations and deformations,T,29,0,0,0,0,2,2,0,0,1,2,0,0,1,0,0,0,0,1,0,38,1,39
2001,289  Down's syndrome,M,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,6,0,6
2001,289  Down's syndrome,F,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3
2001,289  Down's syndrome,T,2,0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,9,0,9
2001,"290  All other chromosomal abnormalities, not elsewhere classified",M,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4
2001,"290  All other chromosomal abnormalities, not elsewhere classified",F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
2001,"290  All other chromosomal abnormalities, not elsewhere classified",T,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,9
2001,291  Senility,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2001,291  Senility,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,9,0,9
2001,291  Senility,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,11,0,11
2001,292  Sudden infant death syndrome,M,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
2001,292  Sudden infant death syndrome,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2001,292  Sudden infant death syndrome,T,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
2001,293  Other ill-defined and unknown causes of mortality,M,5,0,0,0,1,2,3,2,2,0,1,2,1,0,1,0,1,2,0,0,23,0,23
2001,293  Other ill-defined and unknown causes of mortality,F,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2,0,16,0,16
2001,293  Other ill-defined and unknown causes of mortality,T,9,0,0,0,1,2,3,3,3,1,2,3,2,1,2,0,1,4,2,0,39,0,39
2001,"294  All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",M,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,9,0,9
2001,"294  All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,5,0,14,0,14
2001,"294  All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",T,1,0,0,0,2,0,0,2,0,0,0,0,0,1,2,2,0,6,7,0,23,0,23
2001,295  Railway accidents,M,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2001,295  Railway accidents,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,295  Railway accidents,T,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2001,296  Pedestrian involved in collision with motor vehicle,M,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,8
2001,296  Pedestrian involved in collision with motor vehicle,F,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,1,6
2001,296  Pedestrian involved in collision with motor vehicle,T,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,13,1,14
2001,297  Pedalcyclist involved in collision with motor vehicle,M,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,4
2001,297  Pedalcyclist involved in collision with motor vehicle,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,297  Pedalcyclist involved in collision with motor vehicle,T,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,5,0,5
2001,298  Motorcyclist involved in any accident except collision with railway train,M,0,0,1,0,5,1,1,4,1,1,2,0,1,0,1,0,0,0,0,0,18,2,20
2001,298  Motorcyclist involved in any accident except collision with railway train,F,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4
2001,298  Motorcyclist involved in any accident except collision with railway train,T,0,0,1,1,6,2,1,4,1,1,2,1,1,0,1,0,0,0,0,0,22,2,24
2001,299  Motorcyclist involved in collision with railway train,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,299  Motorcyclist involved in collision with railway train,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,299  Motorcyclist involved in collision with railway train,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,300  Other motor vehicle accident involving collision with railway train,M,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,4
2001,300  Other motor vehicle accident involving collision with railway train,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,300  Other motor vehicle accident involving collision with railway train,T,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,4
2001,"301  Occupant of motor vehicle involved in collision with other (non-motorized) road vehicle, streetcar, animal or pedestrian",M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2001,"301  Occupant of motor vehicle involved in collision with other (non-motorized) road vehicle, streetcar, animal or pedestrian",F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
2001,"301  Occupant of motor vehicle involved in collision with other (non-motorized) road vehicle, streetcar, animal or pedestrian",T,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3
2001,"302  Occupant of car, pickup truck or van involved in collision with other motor vehicle",M,0,0,0,3,0,0,1,0,3,0,1,2,0,1,1,1,0,0,0,0,13,0,13
2001,"302  Occupant of car, pickup truck or van involved in collision with other motor vehicle",F,1,3,0,1,1,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,13,2,15
2001,"302  Occupant of car, pickup truck or van involved in collision with other motor vehicle",T,1,3,0,4,1,0,2,2,4,1,1,2,1,2,1,1,0,0,0,0,26,2,28
2001,303  Occupant of heavy transport vehicle or bus involved in collision with other motor vehicle,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,303  Occupant of heavy transport vehicle or bus involved in collision with other motor vehicle,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2001,303  Occupant of heavy transport vehicle or bus involved in collision with other motor vehicle,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2001,304  Occupant of motor vehicle involved in noncollision accident,M,0,1,0,2,1,0,0,4,1,2,1,0,1,0,0,0,0,0,0,0,13,7,20
2001,304  Occupant of motor vehicle involved in noncollision accident,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,304  Occupant of motor vehicle involved in noncollision accident,T,0,1,0,3,1,0,0,4,1,2,1,0,1,0,0,0,0,0,0,0,14,7,21
2001,305  Occupant of special-use motor vehicle involved in any accident,M,1,1,2,0,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,13,1,14
2001,305  Occupant of special-use motor vehicle involved in any accident,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,305  Occupant of special-use motor vehicle involved in any accident,T,1,1,2,1,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,14,1,15
2001,306  Other and unspecified motor vehicle accidents,M,4,2,0,14,12,3,8,5,7,5,5,6,4,4,4,1,3,3,0,0,90,8,98
2001,306  Other and unspecified motor vehicle accidents,F,1,4,0,4,2,4,3,4,9,3,2,4,2,3,3,4,4,2,0,0,58,2,60
2001,306  Other and unspecified motor vehicle accidents,T,5,6,0,18,14,7,11,9,16,8,7,10,6,7,7,5,7,5,0,0,148,10,158
2001,307  Streetcar accidents,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,307  Streetcar accidents,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,307  Streetcar accidents,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,308  Other and unspecified land transport accidents,M,1,1,1,23,13,9,12,3,10,6,4,4,0,2,2,2,0,1,1,0,95,11,106
2001,308  Other and unspecified land transport accidents,F,1,0,0,6,3,1,1,6,3,2,4,3,0,0,2,2,3,0,0,0,37,4,41
